problem_type,goal_check_delay,problem_number,execution_time,algorithm_name,solution_found
simple,100,7,3.02,C++ any_of,False
simple,100,7,3.01,Using C++ for_each,False
simple,100,7,3.09,Using C++ tasks,False
simple,100,7,4.95,Synchronization with thread director,False
simple,100,7,3.1,Using C++ async,False
simple,100,7,0.83,Recursive C++ for_each,False
simple,100,7,4.91,Sequential,False
simple,100,7,1.27,Recursive async,False
simple,100,42,2.77,Using C++ async,True
simple,100,42,2.59,C++ any_of,True
simple,100,42,2.55,Using C++ for_each,True
simple,100,42,2.82,Recursive async,True
simple,100,42,14.34,Synchronization with thread director,True
simple,100,42,14.24,Sequential,True
simple,100,42,2.77,Using C++ tasks,True
simple,100,42,1.22,Recursive C++ for_each,True
simple,100,2,1.76,Recursive C++ for_each,False
simple,100,2,12.93,Synchronization with thread director,False
simple,100,2,3.87,Using C++ async,False
simple,100,2,3.78,C++ any_of,False
simple,100,2,3.85,Using C++ tasks,False
simple,100,2,22.47,Sequential,False
simple,100,2,3.78,Using C++ for_each,False
simple,100,2,3.55,Recursive async,False
simple,100,29,3.41,Using C++ async,False
simple,100,29,2.65,Recursive async,False
simple,100,29,14.16,Sequential,False
simple,100,29,3.33,Using C++ tasks,False
simple,100,29,3.31,C++ any_of,False
simple,100,29,14.16,Synchronization with thread director,False
simple,100,29,1.26,Recursive C++ for_each,False
simple,100,29,3.28,Using C++ for_each,False
simple,100,0,3.41,C++ any_of,False
simple,100,0,3.35,Using C++ for_each,False
simple,100,0,3.57,Using C++ tasks,False
simple,100,0,3.12,Recursive async,False
simple,100,0,1.27,Recursive C++ for_each,False
simple,100,0,12.95,Sequential,False
simple,100,0,12.97,Synchronization with thread director,False
simple,100,0,3.44,Using C++ async,False
simple,100,13,0.1,Synchronization with thread director,False
simple,100,13,0.1,Using C++ async,False
simple,100,13,0.1,Using C++ for_each,False
simple,100,13,0.1,Recursive async,False
simple,100,13,0.1,Sequential,False
simple,100,13,0.1,Using C++ tasks,False
simple,100,13,0.1,Recursive C++ for_each,False
simple,100,13,0.1,C++ any_of,False
simple,100,16,3.06,Using C++ async,False
simple,100,16,1.04,Recursive C++ for_each,False
simple,100,16,2.98,Using C++ for_each,False
simple,100,16,11.16,Synchronization with thread director,False
simple,100,16,3.06,Using C++ tasks,False
simple,100,16,2.97,C++ any_of,False
simple,100,16,11.13,Sequential,False
simple,100,16,2.29,Recursive async,False
simple,100,20,0.1,C++ any_of,False
simple,100,20,0.1,Recursive async,False
simple,100,20,0.11,Synchronization with thread director,False
simple,100,20,0.1,Using C++ tasks,False
simple,100,20,0.1,Using C++ async,False
simple,100,20,0.1,Recursive C++ for_each,False
simple,100,20,0.1,Sequential,False
simple,100,20,0.1,Using C++ for_each,False
simple,100,18,2.04,Recursive async,False
simple,100,18,3.31,Using C++ async,False
simple,100,18,3.23,Using C++ for_each,False
simple,100,18,1.03,Recursive C++ for_each,False
simple,100,18,9.59,Synchronization with thread director,False
simple,100,18,3.31,Using C++ tasks,False
simple,100,18,9.53,Sequential,False
simple,100,18,3.27,C++ any_of,False
simple,100,5,2.4,Using C++ for_each,False
simple,100,5,2.4,Using C++ async,False
simple,100,5,2.4,Sequential,False
simple,100,5,2.41,Using C++ tasks,False
simple,100,5,2.43,Synchronization with thread director,False
simple,100,5,0.74,Recursive C++ for_each,False
simple,100,5,1.14,Recursive async,False
simple,100,5,2.42,C++ any_of,False
simple,100,15,1.73,Synchronization with thread director,True
simple,100,15,1.71,Using C++ for_each,True
simple,100,15,1.71,Using C++ tasks,True
simple,100,15,0.62,Recursive C++ for_each,True
simple,100,15,1.16,Recursive async,True
simple,100,15,1.72,Using C++ async,True
simple,100,15,1.71,C++ any_of,True
simple,100,15,1.7,Sequential,True
simple,100,17,7.22,Sequential,False
simple,100,17,0.96,Recursive C++ for_each,False
simple,100,17,2.93,Using C++ tasks,False
simple,100,17,2.86,C++ any_of,False
simple,100,17,1.65,Recursive async,False
simple,100,17,2.91,Using C++ async,False
simple,100,17,7.25,Synchronization with thread director,False
simple,100,17,2.75,Using C++ for_each,False
simple,100,37,0.93,Recursive C++ for_each,True
simple,100,37,3.35,Using C++ async,True
simple,100,37,3.15,Using C++ for_each,True
simple,100,37,4.61,Sequential,True
simple,100,37,3.35,Using C++ tasks,True
simple,100,37,3.15,C++ any_of,True
simple,100,37,1.57,Recursive async,True
simple,100,37,4.66,Synchronization with thread director,True
simple,100,22,7.54,Synchronization with thread director,True
simple,100,22,1.23,Recursive C++ for_each,True
simple,100,22,2.0,Using C++ tasks,True
simple,100,22,2.05,Using C++ async,True
simple,100,22,1.95,Using C++ for_each,True
simple,100,22,9.93,Sequential,True
simple,100,22,4.78,Recursive async,True
simple,100,22,1.99,C++ any_of,True
simple,100,23,3.0,Using C++ tasks,True
simple,100,23,2.97,Recursive async,True
simple,100,23,1.23,Recursive C++ for_each,True
simple,100,23,3.01,Using C++ async,True
simple,100,23,11.27,Sequential,True
simple,100,23,2.99,C++ any_of,True
simple,100,23,2.96,Using C++ for_each,True
simple,100,23,9.64,Synchronization with thread director,True
simple,100,25,2.18,Recursive async,False
simple,100,25,3.99,Using C++ for_each,False
simple,100,25,10.94,Synchronization with thread director,False
simple,100,25,1.04,Recursive C++ for_each,False
simple,100,25,3.77,C++ any_of,False
simple,100,25,3.85,Using C++ tasks,False
simple,100,25,3.85,Using C++ async,False
simple,100,25,10.84,Sequential,False
simple,100,27,5.56,Using C++ async,False
simple,100,27,3.26,Recursive async,False
simple,100,27,5.49,Using C++ for_each,False
simple,100,27,18.47,Sequential,False
simple,100,27,5.63,Using C++ tasks,False
simple,100,27,1.49,Recursive C++ for_each,False
simple,100,27,15.37,Synchronization with thread director,False
simple,100,27,5.57,C++ any_of,False
simple,100,26,6.24,Synchronization with thread director,True
simple,100,26,3.04,Using C++ for_each,True
simple,100,26,3.19,Using C++ async,True
simple,100,26,3.1,C++ any_of,True
simple,100,26,0.93,Recursive C++ for_each,True
simple,100,26,6.22,Sequential,True
simple,100,26,1.76,Recursive async,True
simple,100,26,3.2,Using C++ tasks,True
simple,100,14,4.12,Using C++ async,False
simple,100,14,4.49,Recursive async,False
simple,100,14,3.96,C++ any_of,False
simple,100,14,4.18,Using C++ tasks,False
simple,100,14,26.79,Sequential,False
simple,100,14,11.83,Synchronization with thread director,False
simple,100,14,3.99,Using C++ for_each,False
simple,100,14,1.94,Recursive C++ for_each,False
simple,100,28,3.57,C++ any_of,False
simple,100,28,3.48,Using C++ tasks,False
simple,100,28,3.63,Using C++ async,False
simple,100,28,19.17,Sequential,False
simple,100,28,1.66,Recursive C++ for_each,False
simple,100,28,3.31,Recursive async,False
simple,100,28,14.46,Synchronization with thread director,False
simple,100,28,3.27,Using C++ for_each,False
unbalanced,0,49,85.43,Using C++ for_each,False
unbalanced,0,49,95.18,Using C++ tasks,False
unbalanced,0,49,131.41,Synchronization with thread director,False
unbalanced,0,49,97.83,Using C++ async,False
unbalanced,0,49,448.14,Recursive C++ for_each,False
unbalanced,0,49,9278.83,Recursive async,False
unbalanced,0,49,84.45,C++ any_of,False
unbalanced,0,49,306.44,Sequential,False
unbalanced,0,48,3.59,Using C++ tasks,False
unbalanced,0,48,3.48,C++ any_of,False
unbalanced,0,48,7.8,Synchronization with thread director,False
unbalanced,0,48,861.6,Recursive async,False
unbalanced,0,48,43.04,Recursive C++ for_each,False
unbalanced,0,48,3.96,Using C++ async,False
unbalanced,0,48,4.13,Using C++ for_each,False
unbalanced,0,48,22.13,Sequential,False
unbalanced,0,45,109.53,Using C++ tasks,False
unbalanced,0,45,109.76,Using C++ for_each,False
unbalanced,0,45,8738.23,Recursive async,False
unbalanced,0,45,132.15,Synchronization with thread director,False
unbalanced,0,45,110.01,Using C++ async,False
unbalanced,0,45,331.77,Sequential,False
unbalanced,0,45,414.98,Recursive C++ for_each,False
unbalanced,0,45,97.56,C++ any_of,False
unbalanced,0,43,85.19,Using C++ async,False
unbalanced,0,43,484.01,Recursive C++ for_each,False
unbalanced,0,43,87.28,Using C++ tasks,False
unbalanced,0,43,118.3,Synchronization with thread director,False
unbalanced,0,43,84.39,C++ any_of,False
unbalanced,0,43,84.89,Using C++ for_each,False
unbalanced,0,43,353.6,Sequential,False
unbalanced,0,43,9121.43,Recursive async,False
unbalanced,0,41,5931.89,Recursive async,False
unbalanced,0,41,282.58,Recursive C++ for_each,False
unbalanced,0,41,24.02,Using C++ for_each,False
unbalanced,0,41,28.84,Using C++ async,False
unbalanced,0,41,26.14,C++ any_of,False
unbalanced,0,41,93.46,Synchronization with thread director,False
unbalanced,0,41,193.89,Sequential,False
unbalanced,0,41,29.09,Using C++ tasks,False
unbalanced,0,39,8.75,C++ any_of,False
unbalanced,0,39,10.23,Using C++ async,False
unbalanced,0,39,8.25,Using C++ for_each,False
unbalanced,0,39,10.42,Using C++ tasks,False
unbalanced,0,39,43.83,Sequential,False
unbalanced,0,39,1626.64,Recursive async,False
unbalanced,0,39,15.88,Synchronization with thread director,False
unbalanced,0,39,72.97,Recursive C++ for_each,False
unbalanced,0,38,0.0,Sequential,False
unbalanced,0,38,0.02,Synchronization with thread director,False
unbalanced,0,38,0.0,Using C++ async,False
unbalanced,0,38,0.0,Recursive async,False
unbalanced,0,38,0.0,C++ any_of,False
unbalanced,0,38,0.0,Recursive C++ for_each,False
unbalanced,0,38,0.0,Using C++ tasks,False
unbalanced,0,38,0.0,Using C++ for_each,False
unbalanced,0,36,593.68,Recursive async,True
unbalanced,0,36,1.22,Using C++ async,True
unbalanced,0,36,0.78,Using C++ for_each,True
unbalanced,0,36,22.42,Recursive C++ for_each,True
unbalanced,0,36,1.06,Using C++ tasks,True
unbalanced,0,36,3.3,Synchronization with thread director,True
unbalanced,0,36,5.03,Sequential,True
unbalanced,0,36,1.03,C++ any_of,True
unbalanced,0,44,0.0,Using C++ for_each,False
unbalanced,0,44,0.0,Recursive async,False
unbalanced,0,44,0.0,Using C++ async,False
unbalanced,0,44,0.0,Sequential,False
unbalanced,0,44,0.0,C++ any_of,False
unbalanced,0,44,0.0,Recursive C++ for_each,False
unbalanced,0,44,0.0,Using C++ tasks,False
unbalanced,0,44,0.03,Synchronization with thread director,False
unbalanced,0,35,247.58,Sequential,False
unbalanced,0,35,6905.18,Recursive async,False
unbalanced,0,35,41.26,Using C++ tasks,False
unbalanced,0,35,38.54,Using C++ for_each,False
unbalanced,0,35,39.65,C++ any_of,False
unbalanced,0,35,378.68,Recursive C++ for_each,False
unbalanced,0,35,59.58,Synchronization with thread director,False
unbalanced,0,35,48.81,Using C++ async,False
unbalanced,0,46,103.53,Using C++ tasks,False
unbalanced,0,46,215.69,Synchronization with thread director,False
unbalanced,0,46,10359.9,Recursive async,False
unbalanced,0,46,96.8,C++ any_of,False
unbalanced,0,46,596.36,Recursive C++ for_each,False
unbalanced,0,46,101.92,Using C++ async,False
unbalanced,0,46,417.17,Sequential,False
unbalanced,0,46,96.32,Using C++ for_each,False
unbalanced,0,34,2.07,Using C++ async,True
unbalanced,0,34,7.9,C++ any_of,True
unbalanced,0,34,1.4,Using C++ for_each,True
unbalanced,0,34,17.77,Recursive C++ for_each,True
unbalanced,0,34,1099.64,Recursive async,True
unbalanced,0,34,7.05,Synchronization with thread director,True
unbalanced,0,34,1.21,Using C++ tasks,True
unbalanced,0,34,19.23,Sequential,True
unbalanced,0,32,3.05,C++ any_of,True
unbalanced,0,32,6.03,Synchronization with thread director,True
unbalanced,0,32,4.51,Using C++ tasks,True
unbalanced,0,32,2.14,Using C++ for_each,True
unbalanced,0,32,3.35,Using C++ async,True
unbalanced,0,32,19.34,Sequential,True
unbalanced,0,32,38.29,Recursive C++ for_each,True
unbalanced,0,32,2103.13,Recursive async,True
unbalanced,0,31,29.77,Using C++ async,False
unbalanced,0,31,5106.86,Recursive async,False
unbalanced,0,31,28.98,Using C++ for_each,False
unbalanced,0,31,28.9,C++ any_of,False
unbalanced,0,31,77.02,Synchronization with thread director,False
unbalanced,0,31,28.24,Using C++ tasks,False
unbalanced,0,31,151.4,Sequential,False
unbalanced,0,31,237.92,Recursive C++ for_each,False
unbalanced,0,30,50.44,Using C++ tasks,False
unbalanced,0,30,43.17,Using C++ for_each,False
unbalanced,0,30,42.88,C++ any_of,False
unbalanced,0,30,275.14,Recursive C++ for_each,False
unbalanced,0,30,46.66,Using C++ async,False
unbalanced,0,30,106.95,Synchronization with thread director,False
unbalanced,0,30,6328.06,Recursive async,False
unbalanced,0,30,218.09,Sequential,False
unbalanced,0,10,11.36,Synchronization with thread director,True
unbalanced,0,10,19.65,Sequential,True
unbalanced,0,10,2.6,C++ any_of,True
unbalanced,0,10,1689.72,Recursive async,True
unbalanced,0,10,314.82,Recursive C++ for_each,True
unbalanced,0,10,1.75,Using C++ tasks,True
unbalanced,0,10,1.45,Using C++ for_each,True
unbalanced,0,10,1.49,Using C++ async,True
unbalanced,0,9,32.29,Using C++ tasks,False
unbalanced,0,9,91.07,Synchronization with thread director,False
unbalanced,0,9,30.08,C++ any_of,False
unbalanced,0,9,27.97,Using C++ async,False
unbalanced,0,9,34.46,Using C++ for_each,False
unbalanced,0,9,356.93,Recursive C++ for_each,False
unbalanced,0,9,231.57,Sequential,False
unbalanced,0,9,6558.33,Recursive async,False
unbalanced,0,12,337.14,Sequential,False
unbalanced,0,12,106.5,Using C++ tasks,False
unbalanced,0,12,100.69,Using C++ async,False
unbalanced,0,12,8843.95,Recursive async,False
unbalanced,0,12,102.49,Using C++ for_each,False
unbalanced,0,12,106.16,C++ any_of,False
unbalanced,0,12,455.96,Recursive C++ for_each,False
unbalanced,0,12,67.81,Synchronization with thread director,False
unbalanced,0,47,5.69,Using C++ tasks,False
unbalanced,0,47,5.51,Using C++ async,False
unbalanced,0,47,1309.15,Recursive async,False
unbalanced,0,47,4.55,C++ any_of,False
unbalanced,0,47,34.67,Sequential,False
unbalanced,0,47,7.83,Using C++ for_each,False
unbalanced,0,47,13.26,Synchronization with thread director,False
unbalanced,0,47,70.23,Recursive C++ for_each,False
unbalanced,0,11,80.09,Recursive C++ for_each,False
unbalanced,0,11,43.18,Sequential,False
unbalanced,0,11,1600.81,Recursive async,False
unbalanced,0,11,12.69,Using C++ for_each,False
unbalanced,0,11,13.71,Using C++ async,False
unbalanced,0,11,17.38,Synchronization with thread director,False
unbalanced,0,11,12.42,C++ any_of,False
unbalanced,0,11,14.23,Using C++ tasks,False
unbalanced,0,1,85.72,Using C++ tasks,False
unbalanced,0,1,128.3,Synchronization with thread director,False
unbalanced,0,1,82.56,Using C++ async,False
unbalanced,0,1,78.94,C++ any_of,False
unbalanced,0,1,369.8,Recursive C++ for_each,False
unbalanced,0,1,82.96,Using C++ for_each,False
unbalanced,0,1,7767.49,Recursive async,False
unbalanced,0,1,291.27,Sequential,False
unbalanced,0,8,0.0,Recursive async,False
unbalanced,0,8,0.03,Synchronization with thread director,False
unbalanced,0,8,0.0,Using C++ async,False
unbalanced,0,8,0.0,Using C++ for_each,False
unbalanced,0,8,0.0,Recursive C++ for_each,False
unbalanced,0,8,0.0,Sequential,False
unbalanced,0,8,0.0,Using C++ tasks,False
unbalanced,0,8,0.0,C++ any_of,False
unbalanced,0,6,118.4,Using C++ for_each,False
unbalanced,0,6,120.13,Using C++ async,False
unbalanced,0,6,124.49,Synchronization with thread director,False
unbalanced,0,6,324.83,Sequential,False
unbalanced,0,6,481.81,Recursive C++ for_each,False
unbalanced,0,6,113.71,C++ any_of,False
unbalanced,0,6,118.98,Using C++ tasks,False
unbalanced,0,6,8233.34,Recursive async,False
unbalanced,0,19,9001.54,Recursive async,False
unbalanced,0,19,71.44,Using C++ async,False
unbalanced,0,19,68.42,Using C++ tasks,False
unbalanced,0,19,62.95,C++ any_of,False
unbalanced,0,19,167.05,Synchronization with thread director,False
unbalanced,0,19,454.31,Recursive C++ for_each,False
unbalanced,0,19,341.48,Sequential,False
unbalanced,0,19,64.3,Using C++ for_each,False
unbalanced,0,40,0.35,Using C++ async,True
unbalanced,0,40,0.31,Using C++ tasks,True
unbalanced,0,40,3.78,Sequential,True
unbalanced,0,40,821.7,Recursive async,True
unbalanced,0,40,0.44,Using C++ for_each,True
unbalanced,0,40,1.54,Synchronization with thread director,True
unbalanced,0,40,355.53,Recursive C++ for_each,True
unbalanced,0,40,0.36,C++ any_of,True
unbalanced,0,4,66.66,Using C++ for_each,False
unbalanced,0,4,340.73,Recursive C++ for_each,False
unbalanced,0,4,6976.93,Recursive async,False
unbalanced,0,4,120.77,Synchronization with thread director,False
unbalanced,0,4,69.41,Using C++ tasks,False
unbalanced,0,4,253.92,Sequential,False
unbalanced,0,4,62.98,C++ any_of,False
unbalanced,0,4,60.82,Using C++ async,False
unbalanced,0,33,125.02,C++ any_of,False
unbalanced,0,33,128.52,Using C++ tasks,False
unbalanced,0,33,241.38,Synchronization with thread director,False
unbalanced,0,33,11500.1,Recursive async,False
unbalanced,0,33,488.79,Sequential,False
unbalanced,0,33,682.75,Recursive C++ for_each,False
unbalanced,0,33,127.98,Using C++ for_each,False
unbalanced,0,33,138.2,Using C++ async,False
unbalanced,0,21,54.48,Using C++ tasks,False
unbalanced,0,21,316.97,Recursive C++ for_each,False
unbalanced,0,21,6258.61,Recursive async,False
unbalanced,0,21,51.48,C++ any_of,False
unbalanced,0,21,79.19,Synchronization with thread director,False
unbalanced,0,21,199.99,Sequential,False
unbalanced,0,21,57.29,Using C++ for_each,False
unbalanced,0,21,56.89,Using C++ async,False
unbalanced,0,24,13.89,Using C++ for_each,True
unbalanced,0,24,39.82,Sequential,True
unbalanced,0,24,100.47,Recursive C++ for_each,True
unbalanced,0,24,19.73,Synchronization with thread director,True
unbalanced,0,24,14.34,Using C++ tasks,True
unbalanced,0,24,16.31,Using C++ async,True
unbalanced,0,24,15.55,C++ any_of,True
unbalanced,0,24,4542.25,Recursive async,True
unbalanced,0,3,26.81,Using C++ tasks,False
unbalanced,0,3,25.51,Using C++ async,False
unbalanced,0,3,21.55,C++ any_of,False
unbalanced,0,3,71.12,Synchronization with thread director,False
unbalanced,0,3,199.71,Recursive C++ for_each,False
unbalanced,0,3,137.08,Sequential,False
unbalanced,0,3,25.25,Using C++ for_each,False
unbalanced,0,3,4496.29,Recursive async,False
unbalanced,0,7,47.23,Sequential,False
unbalanced,0,7,13.96,Using C++ tasks,False
unbalanced,0,7,9.84,C++ any_of,False
unbalanced,0,7,10.58,Using C++ async,False
unbalanced,0,7,1701.48,Recursive async,False
unbalanced,0,7,10.22,Using C++ for_each,False
unbalanced,0,7,21.34,Synchronization with thread director,False
unbalanced,0,7,85.57,Recursive C++ for_each,False
unbalanced,0,42,0.0,Synchronization with thread director,False
unbalanced,0,42,0.0,C++ any_of,False
unbalanced,0,42,0.0,Using C++ tasks,False
unbalanced,0,42,0.0,Sequential,False
unbalanced,0,42,0.0,Recursive async,False
unbalanced,0,42,0.0,Using C++ async,False
unbalanced,0,42,0.0,Recursive C++ for_each,False
unbalanced,0,42,0.0,Using C++ for_each,False
unbalanced,0,2,1.5,C++ any_of,True
unbalanced,0,2,4.7,Synchronization with thread director,True
unbalanced,0,2,2.25,Using C++ tasks,True
unbalanced,0,2,382.77,Recursive C++ for_each,True
unbalanced,0,2,10052.2,Recursive async,True
unbalanced,0,2,2.62,Using C++ async,True
unbalanced,0,2,1.75,Using C++ for_each,True
unbalanced,0,2,6.49,Sequential,True
unbalanced,0,29,21.35,Using C++ async,False
unbalanced,0,29,46.55,Synchronization with thread director,False
unbalanced,0,29,24.64,C++ any_of,False
unbalanced,0,29,24.27,Using C++ tasks,False
unbalanced,0,29,221.42,Recursive C++ for_each,False
unbalanced,0,29,127.31,Sequential,False
unbalanced,0,29,23.67,Using C++ for_each,False
unbalanced,0,29,4335.48,Recursive async,False
unbalanced,0,0,484.55,Recursive async,False
unbalanced,0,0,3.43,Using C++ async,False
unbalanced,0,0,12.21,Sequential,False
unbalanced,0,0,2.41,Using C++ tasks,False
unbalanced,0,0,3.89,C++ any_of,False
unbalanced,0,0,5.42,Synchronization with thread director,False
unbalanced,0,0,2.29,Using C++ for_each,False
unbalanced,0,0,22.88,Recursive C++ for_each,False
unbalanced,0,13,14.29,Using C++ tasks,False
unbalanced,0,13,104.7,Recursive C++ for_each,False
unbalanced,0,13,2216.18,Recursive async,False
unbalanced,0,13,66.46,Sequential,False
unbalanced,0,13,13.14,Using C++ async,False
unbalanced,0,13,13.22,C++ any_of,False
unbalanced,0,13,31.42,Synchronization with thread director,False
unbalanced,0,13,12.6,Using C++ for_each,False
unbalanced,0,16,44.45,Sequential,False
unbalanced,0,16,16.36,Using C++ tasks,False
unbalanced,0,16,84.05,Recursive C++ for_each,False
unbalanced,0,16,1644.22,Recursive async,False
unbalanced,0,16,18.96,Synchronization with thread director,False
unbalanced,0,16,12.12,Using C++ for_each,False
unbalanced,0,16,11.32,C++ any_of,False
unbalanced,0,16,10.31,Using C++ async,False
unbalanced,0,20,11.73,C++ any_of,True
unbalanced,0,20,5788.36,Recursive async,True
unbalanced,0,20,11.97,Using C++ async,True
unbalanced,0,20,13.03,Using C++ tasks,True
unbalanced,0,20,24.71,Synchronization with thread director,True
unbalanced,0,20,434.7,Recursive C++ for_each,True
unbalanced,0,20,34.99,Sequential,True
unbalanced,0,20,9.2,Using C++ for_each,True
unbalanced,0,18,0.0,Using C++ for_each,False
unbalanced,0,18,0.0,Recursive async,False
unbalanced,0,18,0.0,Recursive C++ for_each,False
unbalanced,0,18,0.0,Using C++ tasks,False
unbalanced,0,18,0.0,Sequential,False
unbalanced,0,18,4.07,Synchronization with thread director,False
unbalanced,0,18,0.01,Using C++ async,False
unbalanced,0,18,0.0,C++ any_of,False
unbalanced,0,5,38.59,Synchronization with thread director,False
unbalanced,0,5,22.73,Using C++ for_each,False
unbalanced,0,5,25.0,Using C++ tasks,False
unbalanced,0,5,3925.17,Recursive async,False
unbalanced,0,5,21.64,Using C++ async,False
unbalanced,0,5,26.35,C++ any_of,False
unbalanced,0,5,191.44,Recursive C++ for_each,False
unbalanced,0,5,116.62,Sequential,False
unbalanced,0,15,94.54,Using C++ for_each,False
unbalanced,0,15,108.51,Using C++ tasks,False
unbalanced,0,15,316.28,Sequential,False
unbalanced,0,15,93.8,C++ any_of,False
unbalanced,0,15,434.84,Recursive C++ for_each,False
unbalanced,0,15,8350.12,Recursive async,False
unbalanced,0,15,108.03,Using C++ async,False
unbalanced,0,15,117.68,Synchronization with thread director,False
unbalanced,0,17,10306.5,Recursive async,False
unbalanced,0,17,134.49,Using C++ for_each,False
unbalanced,0,17,119.01,C++ any_of,False
unbalanced,0,17,424.17,Sequential,False
unbalanced,0,17,526.28,Recursive C++ for_each,False
unbalanced,0,17,141.11,Using C++ tasks,False
unbalanced,0,17,215.66,Synchronization with thread director,False
unbalanced,0,17,136.11,Using C++ async,False
unbalanced,0,37,0.0,Using C++ tasks,False
unbalanced,0,37,0.0,Using C++ async,False
unbalanced,0,37,0.0,Sequential,False
unbalanced,0,37,0.0,Recursive C++ for_each,False
unbalanced,0,37,0.0,Recursive async,False
unbalanced,0,37,0.0,C++ any_of,False
unbalanced,0,37,0.0,Using C++ for_each,False
unbalanced,0,37,0.01,Synchronization with thread director,False
unbalanced,0,22,34.35,Using C++ async,False
unbalanced,0,22,31.02,Using C++ for_each,False
unbalanced,0,22,33.89,Using C++ tasks,False
unbalanced,0,22,73.43,Synchronization with thread director,False
unbalanced,0,22,5915.93,Recursive async,False
unbalanced,0,22,34.02,C++ any_of,False
unbalanced,0,22,189.83,Sequential,False
unbalanced,0,22,261.33,Recursive C++ for_each,False
unbalanced,0,23,0.0,Sequential,False
unbalanced,0,23,0.01,Using C++ for_each,False
unbalanced,0,23,0.0,C++ any_of,False
unbalanced,0,23,0.0,Using C++ tasks,False
unbalanced,0,23,0.02,Synchronization with thread director,False
unbalanced,0,23,0.0,Recursive async,False
unbalanced,0,23,0.0,Recursive C++ for_each,False
unbalanced,0,23,0.0,Using C++ async,False
unbalanced,0,25,186.5,Sequential,False
unbalanced,0,25,266.42,Recursive C++ for_each,False
unbalanced,0,25,28.9,C++ any_of,False
unbalanced,0,25,30.3,Using C++ async,False
unbalanced,0,25,58.8,Synchronization with thread director,False
unbalanced,0,25,29.37,Using C++ for_each,False
unbalanced,0,25,5701.95,Recursive async,False
unbalanced,0,25,35.41,Using C++ tasks,False
unbalanced,0,27,364.58,Recursive C++ for_each,False
unbalanced,0,27,7899.89,Recursive async,False
unbalanced,0,27,158.73,Synchronization with thread director,False
unbalanced,0,27,98.07,Using C++ async,False
unbalanced,0,27,95.13,Using C++ for_each,False
unbalanced,0,27,294.99,Sequential,False
unbalanced,0,27,99.99,Using C++ tasks,False
unbalanced,0,27,93.56,C++ any_of,False
unbalanced,0,26,2.71,Synchronization with thread director,True
unbalanced,0,26,55.18,Recursive C++ for_each,True
unbalanced,0,26,22.39,Sequential,True
unbalanced,0,26,0.86,Using C++ tasks,True
unbalanced,0,26,2.83,Using C++ for_each,True
unbalanced,0,26,0.68,C++ any_of,True
unbalanced,0,26,0.8,Using C++ async,True
unbalanced,0,26,7469.74,Recursive async,True
unbalanced,0,14,52.1,Synchronization with thread director,False
unbalanced,0,14,52.15,Using C++ tasks,False
unbalanced,0,14,285.23,Recursive C++ for_each,False
unbalanced,0,14,44.57,Using C++ for_each,False
unbalanced,0,14,49.98,C++ any_of,False
unbalanced,0,14,6107.69,Recursive async,False
unbalanced,0,14,205.01,Sequential,False
unbalanced,0,14,52.54,Using C++ async,False
unbalanced,0,28,0.0,Recursive C++ for_each,False
unbalanced,0,28,0.0,Recursive async,False
unbalanced,0,28,0.03,Synchronization with thread director,False
unbalanced,0,28,0.0,C++ any_of,False
unbalanced,0,28,0.0,Using C++ async,False
unbalanced,0,28,0.0,Sequential,False
unbalanced,0,28,0.0,Using C++ for_each,False
unbalanced,0,28,0.0,Using C++ tasks,False
unbalanced,10,49,2199.59,C++ any_of,False
unbalanced,10,49,2804.72,Synchronization with thread director,False
unbalanced,10,49,9526.86,Recursive async,False
unbalanced,10,49,2204.07,Using C++ tasks,False
unbalanced,10,49,8681.63,Sequential,False
unbalanced,10,49,559.4,Recursive C++ for_each,False
unbalanced,10,49,2198.16,Using C++ for_each,False
unbalanced,10,49,2198.91,Using C++ async,False
unbalanced,10,48,51.87,Recursive C++ for_each,False
unbalanced,10,48,98.47,Using C++ tasks,False
unbalanced,10,48,98.12,Using C++ for_each,False
unbalanced,10,48,98.38,Using C++ async,False
unbalanced,10,48,98.07,C++ any_of,False
unbalanced,10,48,394.63,Synchronization with thread director,False
unbalanced,10,48,772.43,Sequential,False
unbalanced,10,48,891.71,Recursive async,False
unbalanced,10,45,9122.25,Recursive async,False
unbalanced,10,45,2200.46,Using C++ for_each,False
unbalanced,10,45,2209.34,Using C++ async,False
unbalanced,10,45,8125.98,Sequential,False
unbalanced,10,45,2964.48,Synchronization with thread director,False
unbalanced,10,45,2201.72,Using C++ tasks,False
unbalanced,10,45,2208.05,C++ any_of,False
unbalanced,10,45,528.95,Recursive C++ for_each,False
unbalanced,10,43,1677.09,C++ any_of,False
unbalanced,10,43,2740.87,Synchronization with thread director,False
unbalanced,10,43,1670.87,Using C++ tasks,False
unbalanced,10,43,8490.82,Sequential,False
unbalanced,10,43,1670.9,Using C++ async,False
unbalanced,10,43,543.66,Recursive C++ for_each,False
unbalanced,10,43,1668.9,Using C++ for_each,False
unbalanced,10,43,9239.75,Recursive async,False
unbalanced,10,41,4944.01,Sequential,False
unbalanced,10,41,511.82,Using C++ tasks,False
unbalanced,10,41,6090.79,Recursive async,False
unbalanced,10,41,512.4,C++ any_of,False
unbalanced,10,41,1760.17,Synchronization with thread director,False
unbalanced,10,41,510.33,Using C++ for_each,False
unbalanced,10,41,321.8,Recursive C++ for_each,False
