problem_type,goal_check_delay,problem_number,execution_time,algorithm_name,solution_found
deep,0,34,107.1,Using C++ for_each,False
deep,0,34,290.07,Synchronization with thread director,False
deep,0,34,116.48,Using C++ tasks,False
deep,0,34,114.4,Using C++ async,False
deep,0,32,5091.57,Recursive async,False
deep,0,32,50.05,Using C++ tasks,False
deep,0,32,227.99,Sequential,False
deep,0,32,45.89,Using C++ for_each,False
deep,0,32,46.2,C++ any_of,False
deep,0,32,44.56,Using C++ async,False
deep,0,32,290.03,Recursive C++ for_each,False
deep,0,32,176.21,Synchronization with thread director,False
deep,0,31,230.58,Synchronization with thread director,False
deep,0,31,8375.89,Recursive async,False
deep,0,31,511.26,Recursive C++ for_each,False
deep,0,31,58.58,Using C++ async,False
deep,0,31,62.3,Using C++ tasks,False
deep,0,31,423.27,Sequential,False
deep,0,31,58.18,Using C++ for_each,False
deep,0,31,57.88,C++ any_of,False
deep,0,30,111.04,Synchronization with thread director,False
deep,0,30,54.4,C++ any_of,False
deep,0,30,56.22,Using C++ for_each,False
deep,0,30,346.21,Sequential,False
deep,0,30,56.41,Using C++ async,False
deep,0,30,7247.48,Recursive async,False
deep,0,30,51.85,Using C++ tasks,False
deep,0,30,410.83,Recursive C++ for_each,False
deep,0,10,0.0,Sequential,False
deep,0,10,0.01,Using C++ tasks,False
deep,0,10,0.0,Recursive C++ for_each,False
deep,0,10,0.0,C++ any_of,False
deep,0,10,0.0,Using C++ for_each,False
deep,0,10,0.0,Using C++ async,False
deep,0,10,0.01,Synchronization with thread director,False
deep,0,10,0.0,Recursive async,False
deep,0,9,7.14,C++ any_of,False
deep,0,9,25.8,Synchronization with thread director,False
deep,0,9,8.33,Using C++ async,False
deep,0,9,6.92,Using C++ tasks,False
deep,0,9,6.38,Using C++ for_each,False
deep,0,9,66.21,Recursive C++ for_each,False
deep,0,9,1488.75,Recursive async,False
deep,0,9,45.8,Sequential,False
deep,0,12,11203.9,Recursive async,False
deep,0,12,422.43,Synchronization with thread director,False
deep,0,12,589.22,Sequential,False
deep,0,12,116.28,Using C++ for_each,False
deep,0,12,127.74,Using C++ async,False
deep,0,12,114.77,C++ any_of,False
deep,0,12,701.02,Recursive C++ for_each,False
deep,0,12,123.37,Using C++ tasks,False
deep,0,47,540.99,Sequential,False
deep,0,47,344.41,Synchronization with thread director,False
deep,0,47,95.65,Using C++ tasks,False
deep,0,47,90.13,Using C++ for_each,False
deep,0,47,591.4,Recursive C++ for_each,False
deep,0,47,102.04,Using C++ async,False
deep,0,47,10562.5,Recursive async,False
deep,0,47,94.26,C++ any_of,False
deep,0,11,344.81,Synchronization with thread director,False
deep,0,11,115.42,Using C++ for_each,False
deep,0,11,11903.4,Recursive async,False
deep,0,11,625.57,Sequential,False
deep,0,11,122.11,Using C++ tasks,False
deep,0,11,783.83,Recursive C++ for_each,False
deep,0,11,116.6,C++ any_of,False
deep,0,11,131.98,Using C++ async,False
deep,0,1,74.3,Using C++ for_each,False
deep,0,1,589.16,Recursive C++ for_each,False
deep,0,1,224.67,Synchronization with thread director,False
deep,0,1,510.74,Sequential,False
deep,0,1,82.13,Using C++ async,False
deep,0,1,85.57,Using C++ tasks,False
deep,0,1,82.95,C++ any_of,False
deep,0,1,9825.48,Recursive async,False
deep,0,8,8926.7,Recursive async,False
deep,0,8,535.83,Recursive C++ for_each,False
deep,0,8,105.27,Using C++ async,False
deep,0,8,452.3,Sequential,False
deep,0,8,140.63,Synchronization with thread director,False
deep,0,8,97.26,Using C++ tasks,False
deep,0,8,82.44,Using C++ for_each,False
deep,0,8,96.7,C++ any_of,False
deep,0,6,118.03,Synchronization with thread director,False
deep,0,6,36.58,C++ any_of,False
deep,0,6,37.84,Using C++ async,False
deep,0,6,39.58,Using C++ for_each,False
deep,0,6,212.02,Sequential,False
deep,0,6,254.36,Recursive C++ for_each,False
deep,0,6,4747.21,Recursive async,False
deep,0,6,40.11,Using C++ tasks,False
deep,0,19,100.95,Using C++ for_each,False
deep,0,19,99.04,Using C++ tasks,False
deep,0,19,569.97,Sequential,False
deep,0,19,360.65,Synchronization with thread director,False
deep,0,19,10780.0,Recursive async,False
deep,0,19,714.25,Recursive C++ for_each,False
deep,0,19,106.56,Using C++ async,False
deep,0,19,90.56,C++ any_of,False
deep,0,40,30.61,Using C++ tasks,False
deep,0,40,28.18,Using C++ async,False
deep,0,40,139.14,Sequential,False
deep,0,40,30.34,Using C++ for_each,False
deep,0,40,3986.34,Recursive async,False
deep,0,40,28.05,C++ any_of,False
deep,0,40,80.44,Synchronization with thread director,False
deep,0,40,188.96,Recursive C++ for_each,False
deep,0,4,70.78,Synchronization with thread director,False
deep,0,4,25.11,Using C++ async,False
deep,0,4,25.49,Using C++ tasks,False
deep,0,4,22.59,Using C++ for_each,False
deep,0,4,187.45,Recursive C++ for_each,False
deep,0,4,142.07,Sequential,False
deep,0,4,26.84,C++ any_of,False
deep,0,4,3737.91,Recursive async,False
deep,0,33,91.71,Using C++ tasks,False
deep,0,33,89.99,Using C++ async,False
deep,0,33,74.96,C++ any_of,False
deep,0,33,554.0,Sequential,False
deep,0,33,10803.7,Recursive async,False
deep,0,33,70.62,Using C++ for_each,False
deep,0,33,660.53,Recursive C++ for_each,False
deep,0,33,310.49,Synchronization with thread director,False
deep,0,21,65.42,Using C++ tasks,False
deep,0,21,161.73,Synchronization with thread director,False
deep,0,21,360.05,Recursive C++ for_each,False
deep,0,21,54.49,Using C++ async,False
deep,0,21,65.58,Using C++ for_each,False
deep,0,21,66.42,C++ any_of,False
deep,0,21,5936.02,Recursive async,False
deep,0,21,289.74,Sequential,False
deep,0,24,984.87,Sequential,False
deep,0,24,188.83,Using C++ for_each,False
deep,0,24,204.93,Using C++ tasks,False
deep,0,24,1227.66,Recursive C++ for_each,False
deep,0,24,218.2,Using C++ async,False
deep,0,24,195.0,C++ any_of,False
deep,0,24,538.9,Synchronization with thread director,False
deep,0,24,18365.2,Recursive async,False
deep,0,3,61.0,C++ any_of,False
deep,0,3,58.24,Using C++ async,False
deep,0,3,59.51,Using C++ for_each,False
deep,0,3,7724.99,Recursive async,False
deep,0,3,61.12,Using C++ tasks,False
deep,0,3,476.04,Recursive C++ for_each,False
deep,0,3,114.69,Synchronization with thread director,False
deep,0,3,330.85,Sequential,False
deep,0,7,56.75,Using C++ async,False
deep,0,7,58.72,Using C++ tasks,False
deep,0,7,53.64,C++ any_of,False
deep,0,7,103.82,Synchronization with thread director,False
deep,0,7,254.29,Recursive C++ for_each,False
deep,0,7,195.17,Sequential,False
deep,0,7,50.77,Using C++ for_each,False
deep,0,7,4541.46,Recursive async,False
deep,0,42,53.66,Using C++ tasks,False
deep,0,42,54.42,C++ any_of,False
deep,0,42,164.37,Synchronization with thread director,False
deep,0,42,56.57,Using C++ for_each,False
deep,0,42,298.37,Recursive C++ for_each,False
deep,0,42,246.69,Sequential,False
deep,0,42,53.39,Using C++ async,False
deep,0,42,5462.38,Recursive async,False
deep,0,2,143.41,Using C++ tasks,False
deep,0,2,127.96,Using C++ async,False
deep,0,2,129.15,Using C++ for_each,False
deep,0,2,139.49,C++ any_of,False
deep,0,2,736.29,Sequential,False
deep,0,2,145.0,Synchronization with thread director,False
deep,0,2,14133.1,Recursive async,False
deep,0,2,752.25,Recursive C++ for_each,False
deep,0,29,150.1,Using C++ async,False
deep,0,29,134.78,Using C++ for_each,False
deep,0,29,808.81,Recursive C++ for_each,False
deep,0,29,144.6,C++ any_of,False
deep,0,29,466.51,Synchronization with thread director,False
deep,0,29,142.87,Using C++ tasks,False
deep,0,29,745.32,Sequential,False
deep,0,29,13855.3,Recursive async,False
deep,0,0,5438.93,Recursive async,False
deep,0,0,337.01,Recursive C++ for_each,False
deep,0,0,68.96,Synchronization with thread director,False
deep,0,0,49.12,Using C++ for_each,False
deep,0,0,246.83,Sequential,False
deep,0,0,45.23,Using C++ async,False
deep,0,0,44.54,C++ any_of,False
deep,0,0,48.33,Using C++ tasks,False
deep,0,13,17.98,Using C++ for_each,False
deep,0,13,48.17,Sequential,False
deep,0,13,1623.94,Recursive async,False
deep,0,13,35.5,Synchronization with thread director,False
deep,0,13,73.62,Recursive C++ for_each,False
deep,0,13,12.39,C++ any_of,False
deep,0,13,13.9,Using C++ async,False
deep,0,13,14.01,Using C++ tasks,False
deep,0,16,119.02,C++ any_of,False
deep,0,16,136.59,Using C++ async,False
deep,0,16,118.96,Using C++ for_each,False
deep,0,16,8983.76,Recursive async,False
deep,0,16,477.21,Sequential,False
deep,0,16,123.47,Using C++ tasks,False
deep,0,16,569.06,Recursive C++ for_each,False
deep,0,16,267.69,Synchronization with thread director,False
deep,0,20,523.55,Sequential,False
deep,0,20,10062.5,Recursive async,False
deep,0,20,65.46,Using C++ tasks,False
deep,0,20,326.57,Synchronization with thread director,False
deep,0,20,69.74,C++ any_of,False
deep,0,20,76.82,Using C++ for_each,False
deep,0,20,606.0,Recursive C++ for_each,False
deep,0,20,66.61,Using C++ async,False
deep,0,18,3804.76,Recursive async,False
deep,0,18,17.99,Using C++ tasks,False
deep,0,18,17.76,C++ any_of,False
deep,0,18,41.4,Synchronization with thread director,False
deep,0,18,24.84,Using C++ async,False
deep,0,18,183.11,Recursive C++ for_each,False
deep,0,18,17.84,Using C++ for_each,False
deep,0,18,128.8,Sequential,False
deep,0,5,14.68,C++ any_of,False
deep,0,5,143.28,Recursive C++ for_each,False
deep,0,5,16.9,Using C++ for_each,False
deep,0,5,16.54,Using C++ tasks,False
deep,0,5,48.56,Synchronization with thread director,False
deep,0,5,15.51,Using C++ async,False
deep,0,5,2915.17,Recursive async,False
deep,0,5,97.88,Sequential,False
deep,0,15,34.01,Using C++ tasks,False
deep,0,15,4752.46,Recursive async,False
deep,0,15,289.78,Recursive C++ for_each,False
deep,0,15,87.71,Synchronization with thread director,False
deep,0,15,210.03,Sequential,False
deep,0,15,37.83,C++ any_of,False
deep,0,15,32.89,Using C++ for_each,False
deep,0,15,33.96,Using C++ async,False
deep,0,17,730.17,Sequential,False
deep,0,17,773.63,Recursive C++ for_each,False
deep,0,17,162.5,Using C++ tasks,False
deep,0,17,170.0,C++ any_of,False
deep,0,17,522.91,Synchronization with thread director,False
deep,0,17,12775.4,Recursive async,False
deep,0,17,164.97,Using C++ for_each,False
deep,0,17,164.87,Using C++ async,False
deep,0,37,6.2,Using C++ for_each,False
deep,0,37,6.69,Using C++ tasks,False
deep,0,37,1219.93,Recursive async,False
deep,0,37,6.01,Using C++ async,False
deep,0,37,66.93,Recursive C++ for_each,False
deep,0,37,16.87,Synchronization with thread director,False
deep,0,37,6.82,C++ any_of,False
deep,0,37,32.43,Sequential,False
deep,0,22,5.95,Using C++ for_each,False
deep,0,22,14.74,Synchronization with thread director,False
deep,0,22,27.02,Sequential,False
deep,0,22,46.64,Recursive C++ for_each,False
deep,0,22,7.56,Using C++ async,False
deep,0,22,968.9,Recursive async,False
deep,0,22,9.18,C++ any_of,False
deep,0,22,6.5,Using C++ tasks,False
deep,0,23,40.72,Synchronization with thread director,False
deep,0,23,124.6,Sequential,False
deep,0,23,24.16,C++ any_of,False
deep,0,23,3415.98,Recursive async,False
deep,0,23,21.72,Using C++ async,False
deep,0,23,25.91,Using C++ tasks,False
deep,0,23,26.58,Using C++ for_each,False
deep,0,23,165.21,Recursive C++ for_each,False
deep,0,25,154.38,Sequential,False
deep,0,25,38.29,Using C++ tasks,False
deep,0,25,46.25,Synchronization with thread director,False
deep,0,25,222.08,Recursive C++ for_each,False
deep,0,25,40.32,Using C++ for_each,False
deep,0,25,47.68,Using C++ async,False
deep,0,25,44.1,C++ any_of,False
deep,0,25,4031.01,Recursive async,False
deep,0,27,60.12,Sequential,False
deep,0,27,15.96,Using C++ for_each,False
deep,0,27,14.12,Using C++ async,False
deep,0,27,12.68,Using C++ tasks,False
deep,0,27,29.8,Synchronization with thread director,False
deep,0,27,13.09,C++ any_of,False
deep,0,27,103.78,Recursive C++ for_each,False
deep,0,27,2086.38,Recursive async,False
deep,0,26,18.21,C++ any_of,False
deep,0,26,86.4,Sequential,False
deep,0,26,18.48,Using C++ async,False
deep,0,26,141.87,Recursive C++ for_each,False
deep,0,26,48.59,Synchronization with thread director,False
deep,0,26,16.19,Using C++ for_each,False
deep,0,26,15.11,Using C++ tasks,False
deep,0,26,2749.14,Recursive async,False
deep,0,14,92.2,Using C++ async,False
deep,0,14,89.23,Using C++ tasks,False
deep,0,14,8738.67,Recursive async,False
deep,0,14,237.76,Synchronization with thread director,False
deep,0,14,84.39,Using C++ for_each,False
deep,0,14,434.65,Sequential,False
deep,0,14,498.5,Recursive C++ for_each,False
deep,0,14,87.43,C++ any_of,False
deep,0,28,297.42,Synchronization with thread director,False
deep,0,28,136.69,C++ any_of,False
deep,0,28,154.57,Using C++ for_each,False
deep,0,28,783.39,Sequential,False
deep,0,28,159.14,Using C++ async,False
deep,0,28,893.46,Recursive C++ for_each,False
deep,0,28,14298.0,Recursive async,False
deep,0,28,158.47,Using C++ tasks,False
deep,10,49,119.9,Recursive C++ for_each,False
deep,10,49,220.36,Using C++ async,False
deep,10,49,220.63,Using C++ for_each,False
deep,10,49,1704.16,Sequential,False
deep,10,49,2124.46,Recursive async,False
deep,10,49,969.5,Synchronization with thread director,False
deep,10,49,220.74,C++ any_of,False
deep,10,49,221.92,Using C++ tasks,False
deep,10,48,332.12,Using C++ async,False
deep,10,48,1084.06,Synchronization with thread director,False
deep,10,48,3005.35,Recursive async,False
deep,10,48,2514.38,Sequential,False
deep,10,48,203.7,Recursive C++ for_each,False
deep,10,48,330.74,Using C++ for_each,False
deep,10,48,332.09,C++ any_of,False
deep,10,48,331.73,Using C++ tasks,False
deep,10,45,1453.32,Using C++ for_each,False
deep,10,45,776.59,Recursive C++ for_each,False
deep,10,45,1451.55,C++ any_of,False
deep,10,45,10348.0,Recursive async,False
deep,10,45,1450.65,Using C++ tasks,False
deep,10,45,10913.9,Sequential,False
deep,10,45,7653.77,Synchronization with thread director,False
deep,10,45,1449.94,Using C++ async,False
deep,10,43,2851.55,Synchronization with thread director,False
deep,10,43,450.23,Recursive C++ for_each,False
deep,10,43,6384.48,Recursive async,False
deep,10,43,6503.38,Sequential,False
deep,10,43,899.49,Using C++ async,False
deep,10,43,902.37,Using C++ tasks,False
deep,10,43,898.35,C++ any_of,False
deep,10,43,902.35,Using C++ for_each,False
deep,10,41,134.28,Using C++ tasks,False
deep,10,41,134.23,C++ any_of,False
deep,10,41,571.51,Synchronization with thread director,False
deep,10,41,1114.25,Sequential,False
deep,10,41,135.03,Using C++ async,False
deep,10,41,1279.52,Recursive async,False
deep,10,41,81.79,Recursive C++ for_each,False
deep,10,41,134.22,Using C++ for_each,False
deep,10,39,1268.44,Recursive C++ for_each,False
deep,10,39,3469.14,Using C++ async,False
deep,10,39,3469.88,Using C++ tasks,False
deep,10,39,16177.0,Recursive async,False
deep,10,39,17008.4,Sequential,False
deep,10,39,3456.77,Using C++ for_each,False
deep,10,39,3463.09,C++ any_of,False
deep,10,39,8327.78,Synchronization with thread director,False
deep,10,38,12126.0,Recursive async,False
deep,10,38,12224.6,Sequential,False
deep,10,38,885.82,Recursive C++ for_each,False
deep,10,38,4948.66,Synchronization with thread director,False
deep,10,38,3000.97,Using C++ for_each,False
deep,10,38,3000.21,C++ any_of,False
deep,10,38,3008.42,Using C++ tasks,False
deep,10,38,3011.07,Using C++ async,False
deep,10,36,367.79,Recursive async,False
deep,10,36,73.17,Using C++ for_each,False
deep,10,36,140.11,Synchronization with thread director,False
deep,10,36,73.17,Using C++ tasks,False
deep,10,36,72.87,C++ any_of,False
deep,10,36,72.55,Using C++ async,False
deep,10,36,25.21,Recursive C++ for_each,False
deep,10,36,325.25,Sequential,False
deep,10,44,113.98,Recursive C++ for_each,False
deep,10,44,1590.51,Sequential,False
deep,10,44,167.24,Using C++ for_each,False
deep,10,44,961.92,Synchronization with thread director,False
deep,10,44,1868.33,Recursive async,False
deep,10,44,161.56,Using C++ async,False
deep,10,44,160.89,Using C++ tasks,False
deep,10,44,160.81,C++ any_of,False
deep,10,35,5159.76,Sequential,False
deep,10,35,971.64,C++ any_of,False
deep,10,35,963.26,Using C++ for_each,False
deep,10,35,5090.66,Recursive async,False
deep,10,35,380.85,Recursive C++ for_each,False
deep,10,35,3398.62,Synchronization with thread director,False
deep,10,35,963.56,Using C++ async,False
deep,10,35,968.34,Using C++ tasks,False
deep,10,46,2858.63,Sequential,False
deep,10,46,400.02,Using C++ async,False
deep,10,46,3181.05,Recursive async,False
deep,10,46,390.29,Using C++ for_each,False
deep,10,46,389.35,Using C++ tasks,False
deep,10,46,392.15,C++ any_of,False
deep,10,46,1449.21,Synchronization with thread director,False
deep,10,46,204.73,Recursive C++ for_each,False
deep,10,34,1915.58,Using C++ async,False
deep,10,34,11292.7,Recursive async,False
deep,10,34,1906.45,C++ any_of,False
deep,10,34,1906.2,Using C++ for_each,False
deep,10,34,11705.7,Sequential,False
deep,10,34,1905.48,Using C++ tasks,False
deep,10,34,5313.86,Synchronization with thread director,False
deep,10,34,869.97,Recursive C++ for_each,False
deep,10,32,390.73,Recursive C++ for_each,False
deep,10,32,873.3,Using C++ async,False
deep,10,32,874.98,Using C++ tasks,False
deep,10,32,3193.56,Synchronization with thread director,False
deep,10,32,873.37,C++ any_of,False
deep,10,32,5476.81,Recursive async,False
deep,10,32,5069.21,Sequential,False
deep,10,32,872.69,Using C++ for_each,False
deep,10,31,955.02,Using C++ tasks,False
deep,10,31,8800.48,Sequential,False
deep,10,31,950.63,Using C++ async,False
deep,10,31,957.11,Using C++ for_each,False
deep,10,31,4249.41,Synchronization with thread director,False
deep,10,31,954.29,C++ any_of,False
deep,10,31,620.3,Recursive C++ for_each,False
deep,10,31,8803.93,Recursive async,False
deep,10,30,933.86,Using C++ tasks,False
deep,10,30,3598.93,Synchronization with thread director,False
deep,10,30,7230.74,Recursive async,False
deep,10,30,928.98,Using C++ async,False
deep,10,30,927.73,Using C++ for_each,False
deep,10,30,7393.25,Sequential,False
deep,10,30,517.36,Recursive C++ for_each,False
deep,10,30,930.94,C++ any_of,False
deep,10,10,0.01,Using C++ async,False
deep,10,10,0.01,Recursive C++ for_each,False
deep,10,10,0.01,C++ any_of,False
deep,10,10,0.04,Synchronization with thread director,False
deep,10,10,0.01,Sequential,False
deep,10,10,0.01,Using C++ tasks,False
deep,10,10,0.01,Using C++ for_each,False
deep,10,10,0.01,Recursive async,False
deep,10,9,141.07,Using C++ for_each,False
deep,10,9,1273.65,Sequential,False
deep,10,9,703.25,Synchronization with thread director,False
deep,10,9,139.99,Using C++ tasks,False
deep,10,9,98.09,Recursive C++ for_each,False
deep,10,9,1551.35,Recursive async,False
deep,10,9,140.91,Using C++ async,False
deep,10,9,140.26,C++ any_of,False
deep,10,12,11379.8,Recursive async,False
deep,10,12,2038.5,Using C++ async,False
deep,10,12,2035.45,Using C++ for_each,False
deep,10,12,2039.03,Using C++ tasks,False
deep,10,12,835.43,Recursive C++ for_each,False
deep,10,12,2033.2,C++ any_of,False
deep,10,12,7278.43,Synchronization with thread director,False
deep,10,12,12014.6,Sequential,False
deep,10,47,1631.9,Using C++ async,False
deep,10,47,11189.2,Sequential,False
deep,10,47,1616.89,Using C++ for_each,False
deep,10,47,7078.95,Synchronization with thread director,False
deep,10,47,1631.92,Using C++ tasks,False
deep,10,47,799.46,Recursive C++ for_each,False
deep,10,47,10916.1,Recursive async,False
deep,10,47,1620.17,C++ any_of,False
deep,10,11,12000.3,Recursive async,False
deep,10,11,2026.9,Using C++ tasks,False
deep,10,11,963.42,Recursive C++ for_each,False
deep,10,11,2040.42,Using C++ async,False
deep,10,11,5622.49,Synchronization with thread director,False
deep,10,11,12639.5,Sequential,False
deep,10,11,2029.1,Using C++ for_each,False
deep,10,11,2031.18,C++ any_of,False
deep,10,1,10372.0,Recursive async,False
deep,10,1,1152.24,C++ any_of,False
deep,10,1,1161.7,Using C++ for_each,False
deep,10,1,6251.93,Synchronization with thread director,False
deep,10,1,10745.2,Sequential,False
deep,10,1,1147.17,Using C++ async,False
deep,10,1,1153.07,Using C++ tasks,False
deep,10,1,774.29,Recursive C++ for_each,False
deep,10,8,1607.9,Using C++ async,False
deep,10,8,1608.22,Using C++ tasks,False
deep,10,8,1600.03,Using C++ for_each,False
deep,10,8,644.21,Recursive C++ for_each,False
deep,10,8,9255.59,Sequential,False
deep,10,8,4181.91,Synchronization with thread director,False
deep,10,8,9077.13,Recursive async,False
deep,10,8,1596.15,C++ any_of,False
deep,10,6,4760.22,Sequential,False
deep,10,6,736.62,C++ any_of,False
deep,10,6,336.65,Recursive C++ for_each,False
deep,10,6,5104.24,Recursive async,False
deep,10,6,1324.58,Synchronization with thread director,False
deep,10,6,743.3,Using C++ tasks,False
deep,10,6,742.37,Using C++ async,False
deep,10,6,739.77,Using C++ for_each,False
deep,10,19,1650.28,Using C++ for_each,False
deep,10,19,1641.97,C++ any_of,False
deep,10,19,1645.84,Using C++ async,False
deep,10,19,796.23,Recursive C++ for_each,False
deep,10,19,11639.2,Sequential,False
deep,10,19,1644.21,Using C++ tasks,False
deep,10,19,10969.0,Recursive async,False
deep,10,19,2734.52,Synchronization with thread director,False
deep,10,40,524.19,Using C++ async,False
deep,10,40,248.9,Recursive C++ for_each,False
deep,10,40,3291.6,Sequential,False
deep,10,40,3490.85,Recursive async,False
deep,10,40,520.57,C++ any_of,False
deep,10,40,523.14,Using C++ for_each,False
deep,10,40,1954.23,Synchronization with thread director,False
deep,10,40,522.24,Using C++ tasks,False
deep,10,4,503.65,Using C++ for_each,False
deep,10,4,503.87,C++ any_of,False
deep,10,4,261.66,Recursive C++ for_each,False
deep,10,4,506.9,Using C++ tasks,False
deep,10,4,3825.32,Recursive async,False
deep,10,4,1915.04,Synchronization with thread director,False
deep,10,4,3516.57,Sequential,False
deep,10,4,505.44,Using C++ async,False
deep,10,33,6778.7,Synchronization with thread director,False
deep,10,33,1312.51,Using C++ async,False
deep,10,33,11056.2,Recursive async,False
deep,10,33,790.3,Recursive C++ for_each,False
deep,10,33,11371.6,Sequential,False
deep,10,33,1307.33,C++ any_of,False
deep,10,33,1428.29,Using C++ tasks,False
deep,10,33,1313.14,Using C++ for_each,False
deep,10,21,1154.29,C++ any_of,False
deep,10,21,1166.93,Using C++ tasks,False
deep,10,21,468.36,Recursive C++ for_each,False
deep,10,21,3581.85,Synchronization with thread director,False
deep,10,21,6130.47,Recursive async,False
deep,10,21,6168.14,Sequential,False
deep,10,21,1156.02,Using C++ for_each,False
deep,10,21,1156.25,Using C++ async,False
deep,10,24,3417.72,Using C++ for_each,False
deep,10,24,9252.15,Synchronization with thread director,False
deep,10,24,19063.3,Recursive async,False
deep,10,24,19933.3,Sequential,False
deep,10,24,3411.47,C++ any_of,False
deep,10,24,1447.93,Recursive C++ for_each,False
deep,10,24,3429.38,Using C++ async,False
deep,10,24,3436.09,Using C++ tasks,False
deep,10,3,8003.99,Recursive async,False
deep,10,3,548.61,Recursive C++ for_each,False
deep,10,3,1173.31,C++ any_of,False
deep,10,3,8064.8,Sequential,False
deep,10,3,3777.51,Synchronization with thread director,False
deep,10,3,1181.31,Using C++ async,False
deep,10,3,1173.84,Using C++ for_each,False
deep,10,3,1182.83,Using C++ tasks,False
deep,10,7,1093.71,Using C++ for_each,False
deep,10,7,1098.76,Using C++ async,False
deep,10,7,1101.13,C++ any_of,False
deep,10,7,4446.06,Sequential,False
deep,10,7,1100.19,Using C++ tasks,False
deep,10,7,295.12,Synchronization with thread director,False
deep,10,7,318.58,Recursive C++ for_each,False
deep,10,7,4668.32,Recursive async,False
deep,10,42,1126.71,Using C++ async,False
deep,10,42,5528.76,Sequential,False
deep,10,42,1124.43,C++ any_of,False
deep,10,42,1122.36,Using C++ for_each,False
deep,10,42,5707.71,Recursive async,False
deep,10,42,451.2,Recursive C++ for_each,False
deep,10,42,3755.78,Synchronization with thread director,False
deep,10,42,1124.31,Using C++ tasks,False
deep,10,2,1919.41,Using C++ tasks,False
deep,10,2,1923.06,C++ any_of,False
deep,10,2,14134.5,Sequential,False
deep,10,2,1913.31,Using C++ for_each,False
deep,10,2,1041.41,Recursive C++ for_each,False
deep,10,2,13722.8,Recursive async,False
deep,10,2,1915.81,Using C++ async,False
deep,10,2,8228.13,Synchronization with thread director,False
deep,10,29,14801.0,Recursive async,False
deep,10,29,1036.32,Recursive C++ for_each,False
deep,10,29,2293.52,Using C++ tasks,False
deep,10,29,15033.9,Sequential,False
deep,10,29,1065.64,Synchronization with thread director,False
deep,10,29,2454.69,C++ any_of,False
deep,10,29,2296.27,Using C++ for_each,False
deep,10,29,2292.56,Using C++ async,False
deep,10,0,5614.73,Sequential,False
deep,10,0,837.45,Using C++ tasks,False
deep,10,0,422.46,Recursive C++ for_each,False
deep,10,0,1549.24,Synchronization with thread director,False
deep,10,0,835.7,Using C++ for_each,False
deep,10,0,835.5,C++ any_of,False
deep,10,0,5753.46,Recursive async,False
deep,10,0,834.79,Using C++ async,False
deep,10,13,1371.69,Sequential,False
deep,10,13,1608.77,Recursive async,False
deep,10,13,98.47,Recursive C++ for_each,False
deep,10,13,598.5,Synchronization with thread director,False
deep,10,13,332.7,Using C++ async,False
deep,10,13,334.11,Using C++ for_each,False
deep,10,13,332.73,C++ any_of,False
deep,10,13,332.93,Using C++ tasks,False
deep,10,16,688.27,Recursive C++ for_each,False
deep,10,16,2157.17,Using C++ for_each,False
deep,10,16,2159.94,Using C++ async,False
deep,10,16,9741.45,Sequential,False
deep,10,16,9575.43,Recursive async,False
deep,10,16,2156.57,C++ any_of,False
deep,10,16,3768.68,Synchronization with thread director,False
deep,10,16,2166.56,Using C++ tasks,False
deep,10,20,10644.8,Sequential,False
deep,10,20,724.52,Recursive C++ for_each,False
deep,10,20,10374.7,Recursive async,False
deep,10,20,6429.54,Synchronization with thread director,False
deep,10,20,1170.46,C++ any_of,False
deep,10,20,1172.43,Using C++ async,False
deep,10,20,1170.89,Using C++ for_each,False
deep,10,20,1178.57,Using C++ tasks,False
deep,10,18,233.25,Recursive C++ for_each,False
deep,10,18,377.41,C++ any_of,False
deep,10,18,1559.22,Synchronization with thread director,False
deep,10,18,376.01,Using C++ for_each,False
deep,10,18,3235.5,Sequential,False
deep,10,18,383.01,Using C++ async,False
deep,10,18,377.77,Using C++ tasks,False
deep,10,18,3705.77,Recursive async,False
deep,10,5,324.04,Using C++ tasks,False
deep,10,5,320.31,C++ any_of,False
deep,10,5,319.9,Using C++ async,False
deep,10,5,169.81,Recursive C++ for_each,False
deep,10,5,2409.7,Sequential,False
deep,10,5,319.42,Using C++ for_each,False
deep,10,5,1242.37,Synchronization with thread director,False
deep,10,5,2841.63,Recursive async,False
deep,10,15,2261.04,Synchronization with thread director,False
deep,10,15,575.96,Using C++ for_each,False
deep,10,15,576.26,Using C++ async,False
deep,10,15,576.3,C++ any_of,False
deep,10,15,358.49,Recursive C++ for_each,False
deep,10,15,577.03,Using C++ tasks,False
deep,10,15,4778.21,Sequential,False
deep,10,15,4839.76,Recursive async,False
deep,10,17,13159.2,Recursive async,False
deep,10,17,9628.92,Synchronization with thread director,False
deep,10,17,2723.08,Using C++ async,False
deep,10,17,13952.8,Sequential,False
deep,10,17,1098.82,Recursive C++ for_each,False
deep,10,17,2719.43,Using C++ for_each,False
deep,10,17,2728.8,Using C++ tasks,False
deep,10,17,2735.64,C++ any_of,False
deep,10,37,73.8,Recursive C++ for_each,False
deep,10,37,546.46,Synchronization with thread director,False
deep,10,37,125.7,Using C++ tasks,False
deep,10,37,124.65,Using C++ async,False
deep,10,37,125.45,C++ any_of,False
deep,10,37,1041.66,Sequential,False
deep,10,37,125.16,Using C++ for_each,False
deep,10,37,1269.08,Recursive async,False
deep,10,22,157.67,Using C++ async,False
